Title,Date
"Death Note: Die Auswahl","22.09.20"
"Death Note: Gerechtigkeit","21.09.20"
"Death Note: Vater","21.09.20"
"Death Note: Ungeduld","21.09.20"
"Death Note: Die Entführung","20.09.20"
"Death Note: Erneuerung","20.09.20"
"Death Note: Schweigen","20.09.20"
"Death Note: Aktivitäten","20.09.20"
"Death Note: Das Comeback","20.09.20"
"Death Note: Tumult","20.09.20"
"Death Note: Hinführung","20.09.20"
"Death Note: Das Provisorium","20.09.20"
"Death Note: Matsuda","19.09.20"
"Death Note: Kollegen","19.09.20"
"Death Note: Vollstreckung","19.09.20"
"Death Note: Das Urteil","19.09.20"
"Death Note: Das Duell","19.09.20"
"Death Note: Freunde","19.09.20"
"Death Note: Das Geständnis","19.09.20"
"Death Note: Liebe","19.09.20"
"Death Note: Offensive","18.09.20"
"Death Note: Der Verdacht","18.09.20"
"Death Note: Kontakt","18.09.20"
"The Seven Deadly Sins: Kaiserlicher Zorn der Götter: Das Licht, das die Dunkelheit verschluckt","18.09.20"
": ","18.09.20"
"Death Note: Wiedergeburt","18.09.20"
"Death Note: Blickwinkel","17.09.20"
"Death Note: Wolkenverhangen","16.09.20"
"Death Note: Das Detail","15.09.20"
"Death Note: Strategien","14.09.20"
"Death Note: Verfolgt","14.09.20"
"Death Note: Ein Geschäft","13.09.20"
"Death Note: Konfrontation","11.09.20"
"Breaking Bad: Staffel 3: Die Fliege","09.09.20"
"Breaking Bad: Staffel 3: Kafkaesk","08.09.20"
"Breaking Bad: Staffel 3: Eine Minute","07.09.20"
"Breaking Bad: Staffel 3: Familienbande","07.09.20"
"Breaking Bad: Staffel 3: Sonnenuntergang","05.09.20"
"Breaking Bad: Staffel 3: Más","05.09.20"
"Breaking Bad: Staffel 3: Grünes Licht","04.09.20"
"Breaking Bad: Staffel 3: Kopflosigkeit","03.09.20"
"Breaking Bad: Staffel 3: No Mas","03.09.20"
"Breaking Bad: Staffel 3: Caballo Sin Nombre","03.09.20"
"Breaking Bad: Staffel 2: Krisen","01.09.20"
"Breaking Bad: Staffel 2: Phönix","01.09.20"
"Breaking Bad: Staffel 2: Mandala","01.09.20"
"Breaking Bad: Staffel 2: Schluss","31.08.20"
"Breaking Bad: Staffel 2: 4 Tage Auszeit","30.08.20"
"Breaking Bad: Staffel 2: Beauftragen Sie Saul","30.08.20"
"Breaking Bad: Staffel 2: Negro Y Azul","29.08.20"
"Breaking Bad: Staffel 2: Kuckuck","29.08.20"
"Breaking Bad: Staffel 2: Bruchschäden","28.08.20"
"Breaking Bad: Staffel 2: Ganz unten","28.08.20"
"Breaking Bad: Staffel 2: Gedächtnisschwund","28.08.20"
"Breaking Bad: Staffel 2: In der Falle","27.08.20"
"Breaking Bad: Staffel 2: Vorsichtsmaßnahmen","25.08.20"
"Breaking Bad: Staffel 1: Lehrgeld","25.08.20"
"Breaking Bad: Staffel 1: In der Höhle des Löwen","25.08.20"
"Breaking Bad: Staffel 1: … und der Sack ist im Fluss","25.08.20"
"Breaking Bad: Staffel 1: Grauzonen","18.08.20"
"Breaking Bad: Staffel 1: Die Diagnose","18.08.20"
"Breaking Bad: Staffel 1: Die Katze ist im Sack …","17.08.20"
"Breaking Bad: Staffel 1: Der Einstieg (Pilot)","17.08.20"
"Prison Break: Staffel 1: Der große Plan","15.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Nach langer Reise heißt es Abschied nehmen, meine Freunde","14.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Dios World, Teil 3","14.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Dios World, Teil 2","14.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Dios World, Teil 1","14.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Das Miasma der Leere, Cool Ice, Teil 3","14.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Das Miasma der Leere, Cool Ice, Teil 2","14.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Das Miasma der Leere, Cool Ice, Teil 1","14.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: D’Arby, der Spieler, Teil 2","14.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: D’Arby, der Spieler, Teil 1","14.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Der Wächter der Hölle, Pet Shop, Teil 2","13.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Der Wächter der Hölle, Pet Shop, Teil 1","13.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Hol Horse und Mondatta, Teil 2","13.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Hol Horse und Mondatta, Teil 1","12.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: D’Arby, der Spieler, Teil 2","11.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: D’Arby, der Spieler, Teil 1","11.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Sets Alessi, Teil 2","10.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Sets Alessi, Teil 1","10.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Mariahs „Bast“, Teil 2","10.08.20"
"Charlotte: Staffel 1: Aufnahmen der Zukunft","10.08.20"
"Charlotte: Staffel 1: Versprechen","10.08.20"
"Charlotte: Staffel 1: Charlotte","09.08.20"
"Charlotte: Staffel 1: Raub","09.08.20"
"Charlotte: Staffel 1: Eine andere Welt","09.08.20"
"Charlotte: Staffel 1: Zufällige Begegnung","09.08.20"
"Charlotte: Staffel 1: Am Ende der Flucht","09.08.20"
"Charlotte: Staffel 1: Unbemerktes Glück","09.08.20"
"Charlotte: Staffel 1: Ein vertrauter Klang","09.08.20"
"Charlotte: Staffel 1: Der Ernst des Augenblicks","08.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Mariahs „Bast“, Teil 1","08.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Anubis, Teil 2","08.08.20"
"Japan sinkt: 2020: Staffel 1: Der Anfang vom Ende","08.08.20"
"Charlotte: Staffel 1: Liebe und Flammen","08.08.20"
"Charlotte: Staffel 1: Der Rhythmus der Verzweiflung","08.08.20"
"Charlotte: Staffel 1: Ich stelle mir vor, ein anderer zu sein","08.08.20"
"How to Sell Drugs Online (Fast): Staffel 2: Don't be evil.","08.08.20"
"How to Sell Drugs Online (Fast): Staffel 2: Move Fast and Break Things","08.08.20"
"How to Sell Drugs Online (Fast): Staffel 2: Buy It. Sell It. Love It.","08.08.20"
"How to Sell Drugs Online (Fast): Staffel 2: Inspired by Real Life","07.08.20"
"How to Sell Drugs Online (Fast): Staffel 2: Where Do You Want to Go Today?","07.08.20"
"How to Sell Drugs Online (Fast): Staffel 2: Think Different","07.08.20"
"How to Sell Drugs Online (Fast): Staffel 1: If You Are the Smartest One in the Room, You're in the Wrong Room","07.08.20"
"How to Sell Drugs Online (Fast): Staffel 1: Score Big or Don't Score at All","07.08.20"
"How to Sell Drugs Online (Fast): Staffel 1: If This is Reality, I'm Not Interested","06.08.20"
"How to Sell Drugs Online (Fast): Staffel 1: Failure is Not an Option","06.08.20"
"Haus des Geldes: Teil 1: Folge 2","05.08.20"
"How to Sell Drugs Online (Fast): Staffel 1: Life's Not Fair, Get Used to It","05.08.20"
"Haus des Geldes: Teil 1: Folge 1","04.08.20"
"How to Sell Drugs Online (Fast): Staffel 1: Nerd Today, Boss Tomorrow","04.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Anubis, Teil 1","04.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Zenyattas „Khnum“ und Mondattas „Thoth“","03.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Iggys „The Fool“ und N’douls „Geb“, Teil 2","03.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Iggys „The Fool“ und N’douls „Geb“, Teil 1","01.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Die Hohepriesterin, Teil 2","01.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Die Hohepriesterin, Teil 1","01.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Das Gericht, Teil 2","01.08.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Das Gericht, Teil 1","31.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Der Tod 13, Teil 2","31.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Der Tod 13, Teil 1","31.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Die Sonne","31.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Die Liebenden, Teil 2","31.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Die Liebenden, Teil 1","29.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Die Gerechtigkeit, Teil 2","29.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Die Gerechtigkeit, Teil 1","29.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Rad des Schicksals","28.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Die Herrscherin","28.07.20"
"Hunter x Hunter: Staffel 3: Signal x zum x Rückzug","28.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Der Herrscher und der Gehängte, Teil 2","26.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Der Herrscher und der Gehängte, Teil 1","26.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Gelbe Mäßigkeit","25.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Der Teufel","24.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Die Kraft","24.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Dunkelblauer Mond","24.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Silberner Wagen","24.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Der graue Turm","24.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Dios Fluch","24.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Wer wird der Richter sein?!","23.07.20"
"JoJo’s Bizarre Adventure: Stardust Crusaders: Der von einem bösen Geist Besessene","22.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Der Gottgewordene","22.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Die Geburt eines Superwesens","22.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Die Bänder, die JoJo binden","21.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Der Krieger des Winds","21.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Ein wahrer Krieger","21.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Einhundert gegen zwei!","20.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Der junge Caesar","20.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Ein Rennen bis zum Äußersten","20.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Von Stroheims Rache","19.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Der tiefere Plan","18.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Lisa Lisa, Hamon-Coach","18.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Die Prüfung eines Helden","18.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Elite-Krieger aus der Antike","18.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: JoJo vs. das Ultimative Geschöpf","18.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Der Mann in der Säule","17.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Der Meister des Spiels","17.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: JoJo in New York","17.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Das letzte Hamon","17.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Vendetta – JoJo & Dio","17.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Der Erbe","17.07.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Der Schneid von morgen","17.07.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 3: Folge 2","14.07.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 3: Folge 1","14.07.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 2: Das Attentat","02.07.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 2: Der Ort des Geschehens","02.07.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 2: Ein riskanter Auftrag","02.07.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 2: Der Anschlag","01.07.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 2: Der verlorene Sohn","30.06.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 2: Gefährliche Allianzen","30.06.20"
"Dark: Staffel 1: Geheimnisse","29.06.20"
"Dark: Staffel 3: Zwischen der Zeit","29.06.20"
"Dark: Staffel 3: Licht und Schatten","29.06.20"
"Dark: Staffel 3: Leben und Tod","29.06.20"
"Dark: Staffel 3: Der Ursprung","28.06.20"
"Dark: Staffel 3: Adam und Eva","28.06.20"
"Dark: Staffel 3: Die Überlebenden","28.06.20"
"Dark: Staffel 3: Deja-vu","27.06.20"
"Dark: Staffel 1: Lügen","27.06.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 1: Showdown","26.06.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 1: Das Grab","26.06.20"
"Kakegurui – Das Leben ist ein Spiel: Kakegurui: Die Mädchen, die sich weigern","25.06.20"
"Kakegurui – Das Leben ist ein Spiel: Kakegurui: Das einladende Mädchen","25.06.20"
"Kakegurui – Das Leben ist ein Spiel: Kakegurui: Das Mädchen, das ein Mensch wurde","25.06.20"
"Kakegurui – Das Leben ist ein Spiel: Kakegurui: Das Mädchen, das zum Haustier wurde","25.06.20"
"Kakegurui – Das Leben ist ein Spiel: Kakegurui: Die schlitzäugige Frau","25.06.20"
"Kakegurui – Das Leben ist ein Spiel: Kakegurui: Ein wenig überzeugendes Mädchen","25.06.20"
"Kakegurui – Das Leben ist ein Spiel: Kakegurui: Die Neue","25.06.20"
"The Sinner: Staffel 3: Jamie: Teil VIII","24.06.20"
"The Sinner: Staffel 2: Julian: Teil I","24.06.20"
"The Sinner: Staffel 3: Jamie: Teil VII","24.06.20"
"The Sinner: Staffel 3: Jamie: Teil V","24.06.20"
"The Sinner: Staffel 3: Jamie: Teil VI","24.06.20"
"The Sinner: Staffel 3: Jamie: Teil IV","24.06.20"
"The Sinner: Staffel 3: Jamie: Teil III","24.06.20"
"The Sinner: Staffel 3: Jamie: Teil II","23.06.20"
"The Sinner: Staffel 3: Jamie: Teil I","23.06.20"
"The Sinner: Staffel 2: Julian: Teil VIII","23.06.20"
"The Sinner: Staffel 2: Julian: Teil VII","23.06.20"
"The Sinner: Staffel 2: Julian: Teil VI","22.06.20"
"The Sinner: Staffel 2: Julian: Teil V","22.06.20"
"The Sinner: Staffel 2: Julian: Teil IV","22.06.20"
"The Sinner: Staffel 2: Julian: Teil III","22.06.20"
"The Sinner: Staffel 2: Julian: Teil II","21.06.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 1: Die Hochzeit","14.06.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 1: Auf der Rennbahn","14.06.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 1: Waffenpoker","10.06.20"
"Peaky Blinders – Gangs of Birmingham: Staffel 1: Geschenk des Teufels","09.06.20"
"The Sinner: Staffel 1: Cora: Teil VIII","07.06.20"
"The Sinner: Staffel 1: Cora: Teil VI","07.06.20"
"The Sinner: Staffel 1: Cora: Teil VII","07.06.20"
"The Sinner: Staffel 1: Cora: Teil V","07.06.20"
"The Sinner: Staffel 1: Cora: Teil IV","06.06.20"
"The Sinner: Staffel 1: Cora: Teil III","06.06.20"
"The Sinner: Staffel 1: Cora: Teil II","06.06.20"
"The Sinner: Staffel 1: Cora: Teil I","06.06.20"
"House of Cards: Staffel 2: Kapitel 19","04.06.20"
"House of Cards: Staffel 2: Kapitel 18","03.06.20"
"House of Cards: Staffel 2: Kapitel 17","03.06.20"
"House of Cards: Staffel 2: Kapitel 16","03.06.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Ritter der Dunkelheit","03.06.20"
"Bad Banks: Staffel 1: Die Kündigung","03.06.20"
"House of Cards: Staffel 2: Kapitel 15","03.06.20"
"House of Cards: Staffel 2: Kapitel 14","03.06.20"
"House of Cards: Staffel 1: Kapitel 13","02.06.20"
"House of Cards: Staffel 1: Kapitel 12","02.06.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Overdrive","02.06.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Zeit mit Dio","02.06.20"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Ein Brief aus der Vergangenheit","02.06.20"
"Angels of Death: Staffel 1: Töte mich … bitte.","02.06.20"
"Bleach: The Entry: Wunder! Der mysteriöse neue Held","02.06.20"
"Rick and Morty: Staffel 2: Freunde und andere Parasiten","01.06.20"
"Rick and Morty: Staffel 2: Ein alter Schwarm","31.05.20"
"Rick and Morty: Staffel 2: Fünf Tage bis Mortynacht","31.05.20"
"Rick and Morty: Staffel 2: Geteilte Zeit ist doppelte Zeit","31.05.20"
"Bleach: The Entry: Von Sternen und Vagabunden","19.05.20"
"Bleach: The Entry: Die Entschlossenheit zu töten","19.05.20"
"Bleach: The Entry: Konfrontation mit Renji","19.05.20"
"Bleach: The Entry: Durchbruch! Das Netz der Shinigami","19.05.20"
"Bleach: The Entry: Orihime im Visier","19.05.20"
"Bleach: The Entry: Führe den Todesstoß aus!","19.05.20"
"Bleach: The Entry: Formation! Das schlimmste Anhängsel","19.05.20"
"Bleach: The Entry: Ans Ziel mit einer riesigen Kanonenkugel?","19.05.20"
"Bleach: The Entry: Versammlung! Die 13 Einheiten","19.05.20"
"Bleach: The Entry: 14 Tage vor Rukias Hinrichtung","19.05.20"
"Bleach: The Entry: Der Mann, der Shinigami hasst!","19.05.20"
"Bleach: The Entry: Stürmt herein! Die Welt der Shinigami","19.05.20"
"Bleach: The Substitute: Gin Ichimarus Schatten","19.05.20"
"Bleach: The Substitute: Ichigo wird zum Hollow","18.05.20"
"Bleach: The Substitute: Erlange sie wieder, die Kraft eines Shinigami!","18.05.20"
"Bleach: The Substitute: Ichigo stirbt!","18.05.20"
"Bleach: The Substitute: Die Begegnung: Renji Abarai","18.05.20"
"Bleach: The Substitute: Kons großartiger Plan","18.05.20"
"Bleach: The Substitute: Rücken an Rücken, ein Kampf bis zum Tod","18.05.20"
"Bleach: The Substitute: Samen und Hollows","17.05.20"
"Bleach: The Substitute: Der Arm der Gerechtigkeit","17.05.20"
"Bleach: The Substitute: Der legendäre Quincy","16.05.20"
"Bleach: The Substitute: 17. Juni, Erinnerungen im Regen","16.05.20"
"Bleach: The Substitute: Störung auf heiligem Boden","16.05.20"
"Bleach: The Substitute: Der unbesiegbare Gegner","16.05.20"
"Bleach: The Substitute: Grüße eines Stofflöwen","16.05.20"
"Bleach: The Substitute: Kampf um Leben und Tod! Ichigo gegen Ichigo!","16.05.20"
"Bleach: The Substitute: Besiege den unsichtbaren Gegner!","16.05.20"
"Bleach: The Substitute: Der verfluchte Nymphensittich","15.05.20"
"Bleach: The Substitute: Der Wunsch des großen Bruders, der Wunsch der kleinen Schwester","15.05.20"
"Bleach: The Substitute: Die Arbeit eines Shinigami","15.05.20"
"Bleach: The Substitute: Der Tag, an dem ich ein Shinigami wurde","15.05.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Majestätisch","24.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Der Zauberer kehrt zurück","23.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Stagiaire","23.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Ein neues Genie","23.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Das Schwert, das den Herbst ankündigt","23.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Der Kampf mit der Jahreszeit","22.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Die einander verschlingenden Bestien","22.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Morgen ist auch noch ein Tag","22.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Das Geheimnis des ersten Bissens","22.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Der Verfolger","22.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Die Generation der Juwelen","19.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Zusammenspiel von Licht und Schatten","19.04.20"
"Food Wars! Shokugeki no Soma: The Second Plate: Was in die Schachtel gehört","18.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Das Festmahl der Krieger","18.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Der Wettkampf der Aufblühenden","18.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Die über dem Alltäglichen stehenden","18.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Das Bekannte und doch Unbekannte","18.04.20"
"Mako – Einfach Meerjungfrau: Staffel 1: Ausgestoßen","14.04.20"
"Haus des Geldes: Teil 4: Der Paris-Plan","13.04.20"
"Haus des Geldes: Teil 4: Anschlag aufs Zelt","12.04.20"
"Haus des Geldes: Teil 4: Technischer K. o.","12.04.20"
"Haus des Geldes: Teil 4: 5 Minuten zuvor","08.04.20"
"Haus des Geldes: Teil 4: Paso Doble","08.04.20"
"Haus des Geldes: Teil 4: Lektion in Anatomie","05.04.20"
"Haus des Geldes: Teil 4: Berlins Hochzeit","04.04.20"
"Haus des Geldes: Teil 4: Game Over","04.04.20"
"Haus des Geldes: Teil 3: Verloren","04.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Der Drache beugt sich und steigt gen Himmel empor","02.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Der Auserwählte","02.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Frittiertes der Jugend","02.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Das sinnlich Frittierte","02.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Der Koch, der alle Welt bereiste","01.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Der Mann, den man einen Streitgott nannte","01.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Metamorphose","01.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Eier vor Tagesanbruch","01.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Erinnerungen an ein Gericht","01.04.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Der Zauberer aus dem Osten","31.03.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Das überlegene Recette","31.03.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Die Panierung, die die Berge schmückt","31.03.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Das Konzert des Ausdrucks und der Schöpfung","31.03.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Stilles Donburi, redsames Donburi","31.03.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Der Fleischeroberer","30.03.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Die Eiskönigin und der Frühlingssturm","30.03.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Die heilige Maria des Polarsterns","30.03.20"
"Die Maus: Staffel 1: Die Sendung mit der Maus, Durch das Weltall zu den Sternen","30.03.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Der Koch, der niemals lächelt","26.03.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Göttliche Zunge","26.03.20"
"Food Wars! Shokugeki no Soma: Food Wars!: Shokugeki no Soma: Eine endlose Wildnis","26.03.20"
"Guilty Crown: Guilty Crown: Season 1: Inori: Einklang","26.03.20"
"Guilty Crown: Guilty Crown: Season 1: Eclosion: Erscheinung","26.03.20"
"Guilty Crown: Guilty Crown: Season 1: Remembrance: Ein Tagebuch","26.03.20"
"Guilty Crown: Guilty Crown: Season 1: Atonement: Wiedergeburt","26.03.20"
"Guilty Crown: Guilty Crown: Season 1: Wandering: Liebste ...","26.03.20"
"Guilty Crown: Guilty Crown: Season 1: Revolution: Exodus","26.03.20"
"Guilty Crown: Guilty Crown: Season 1: Kingdom: Der Tyrann","26.03.20"
"Guilty Crown: Guilty Crown: Season 1: Konfession: Sacrifice","26.03.20"
"Guilty Crown: Guilty Crown: Season 1: Disturbance: Auswahlverfahren","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Academy: Isolation","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Resurrection: The Lost Christmas","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Resonance: Resonanz","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Degeneracy: Rückzug","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Predation: Beute","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Summer Day: Balzverhalten","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Round Dance: Versuchung","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Cage: Leucocyte","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Training: Eine Vorbereitung","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Solution: Fluss","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Phanerosis: Void-Sampling","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: The Fittest: Überleben der Tauglichsten","25.03.20"
"Guilty Crown: Guilty Crown: Season 1: Outbreak: Genesis","25.03.20"
"Akame Ga Kill: Akame Ga Kill","24.03.20"
"Akame Ga Kill: Den Kaiser durchschneiden","24.03.20"
"Akame Ga Kill: Die Schwester durchschneiden","24.03.20"
"Akame Ga Kill: Die Verzweiflung durchschneiden","24.03.20"
"Akame Ga Kill: Shura durchschneiden","24.03.20"
"Akame Ga Kill: Die Ursache durchschneiden","24.03.20"
"Akame Ga Kill: Dämonen durchschneiden","24.03.20"
"Akame Ga Kill: Den Bann durchschneiden","24.03.20"
"Akame Ga Kill: Puppen durchschneiden","23.03.20"
"Akame Ga Kill: Eine Religionsgemeinschaft durchschneiden","23.03.20"
"Akame Ga Kill: Das Ministermonster durchschneiden","23.03.20"
"Akame Ga Kill: Hindernisse durchschneiden","23.03.20"
"Akame Ga Kill: Die Neuen durchschneiden","23.03.20"
"Akame Ga Kill: Den Mad Scientist durchschneiden","23.03.20"
"Akame Ga Kill: Die Verführung durchschneiden","23.03.20"
"Akame Ga Kill: Den Kampfeswahn durchschneiden","23.03.20"
"Akame Ga Kill: Drei Kleintiere durchschneiden -Teil 2-","23.03.20"
"Akame Ga Kill: Drei Kleintiere durchschneiden -Teil 1-","23.03.20"
"Akame Ga Kill: Die absolute Gerechtigkeit durchschneiden","23.03.20"
"Akame Ga Kill: Traumgeschichten durchschneiden","23.03.20"
